company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),resolution,screentype,touchscreen,cpu(GHz),memory_1_storage_gb,memory_1_type,memory_2_storage_gb,memory_2_type,log_price
Dell,Inspiron 7570,Notebook,15.6,Intel Core i7 8550U ,8,Nvidia GeForce 940MX,Windows 10,2.16,1920x1080,IPSPanel,False,1.8,512.0,SSD,0.0,,7.140453043101158
MSI,GE63VR 7RE,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.4,1920x1080,IPSPanel,False,2.8,256.0,SSD,1000.0,HDD,7.4949862339505335
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,1.49,1920x1080,IPSPanel,False,1.6,500.0,HDD,0.0,,6.51471269087253
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i7 6500U ,8,Nvidia GeForce 930M,Windows 10,2.2,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,6.949856455000773
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.9,1920x1080,,False,2.6,500.0,HDD,0.0,,6.840546529288687
HP,ZBook 17,Workstation,17.3,Intel Core i5 7440HQ ,8,Nvidia Quadro M1200,Windows 10,3.14,1600x900,,False,2.8,500.0,HDD,0.0,,7.528863883172682
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.5,1920x1080,,False,2.8,256.0,SSD,0.0,,6.906754778648554
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,Linux,2.2,1920x1080,,False,2,256.0,SSD,0.0,,6.184148890937483
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M420X,Windows 10,2.18,1366x768,,False,2.0,1000.0,HDD,0.0,,6.419994928147142
MSI,GL62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.046647277848756
HP,ZBook Studio,Workstation,15.6,Intel Core i7 6820HQ ,8,Nvidia Quadro M1000M,Windows 10,2.0,1920x1080,IPSPanel,False,2.7,8.0,SSD,0.0,,7.718240951959316
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960,Windows 10,3.31,1920x1080,IPSPanel,False,2.6,512.0,SSD,0.0,,7.173958319756794
HP,Probook 440,Notebook,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.64,1366x768,,False,2.4,500.0,HDD,0.0,,6.52795791762255
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon 530,Windows 10,2.1,1920x1080,,False,2.7,1000.0,HDD,0.0,,6.61338421837956
HP,ProBook 450,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.07,1366x768,,False,2.3,500.0,HDD,0.0,,6.476972362889683
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U ,6,Nvidia GeForce GTX 940M,Windows 10,2.8,1600x900,,False,2.5,1000.0,HDD,0.0,,6.47543271670409
Dell,Precision 5520,Workstation,15.6,Intel Core i7 6820HQ ,8,Nvidia Quadro M1200,Windows 10,2.0,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,7.666221925662725
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Linux,2.36,1920x1080,,False,2.7,256.0,SSD,0.0,,6.80128303447162
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Core i7 6500U ,16,Intel HD Graphics 520,Windows 10,1.3,3200x1800,IPSPanel,True,2.5,512.0,SSD,0.0,,7.312553498102598
Lenovo,N42-20 Chromebook,Notebook,14.0,Intel Celeron Quad Core N3160 ,4,Intel HD Graphics 400,Chrome OS,1.5,1366x768,,False,1.6,16.0,FlashStorage,0.0,,5.783825182329737
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,No OS,2.2,1366x768,,False,1.1,1000.0,HDD,0.0,,5.886076253286569
LG,Gram 14Z970,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,0.98,1920x1080,IPSPanel,True,2.7,512.0,SSD,0.0,,7.549082710812286
Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 ,8,AMD Radeon R5,Windows 10,2.4,1366x768,,False,2.2,1000.0,HDD,0.0,,6.1070228877422545
Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 ,8,Intel Iris Plus Graphics 650,macOS,1.37,2560x1600,IPSPanelRetinaDisplay,False,3.1,512.0,SSD,0.0,,7.620705086838262
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.32,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,7.4949862339505335
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 920MX,No OS,2.2,1920x1080,,False,2.7,1000.0,HDD,0.0,,6.529418838262226
Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,1.4,1920x1080,IPSPanel,False,1.8,256.0,SSD,0.0,,6.86171134048073
Asus,Zenbook UX430UA,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.25,1920x1080,,False,2.7,256.0,SSD,0.0,,6.955592608396297
Asus,ROG GL553VE-FY022,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,No OS,2.5,1920x1080,IPSPanel,False,2.8,1000.0,HDD,0.0,,7.063903961472068
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,1.2,3200x1800,,True,1.8,512.0,SSD,0.0,,7.533158807455563
HP,Elitebook 820,Netbook,12.5,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.26,1920x1080,,False,2.7,512.0,SSD,0.0,,7.301822342137932
MSI,GV62 7RD-1686NL,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1920x1080,,False,2.5,256.0,SSD,0.0,,6.9351174957379484
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ ,8,Nvidia GeForce 930MX,Windows 10,1.64,1920x1080,,False,2.8,256.0,SSD,0.0,,7.072421900537371
Toshiba,Tecra A40-C-1DF,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.95,1920x1080,,False,2.3,256.0,SSD,0.0,,7.07326971745971
HP,Stream 11-Y000na,Netbook,11.6,Intel Celeron Dual Core N3060 ,2,Intel HD Graphics 400,Windows 10,1.17,1366x768,,False,1.6,32.0,FlashStorage,0.0,,5.342334251964811
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7660U ,16,Intel Iris Plus Graphics 640,Windows 10,1.29,3200x1800,,True,2.5,512.0,SSD,0.0,,7.7142311448490855
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,2.02,1920x1080,,False,1.8,128.0,SSD,1000.0,HDD,6.75110146893676
Acer,Aspire 3,Notebook,15.6,AMD A9-Series 9420 ,4,AMD Radeon R5,Windows 10,2.1,1366x768,,False,3,1000.0,HDD,0.0,,5.978885764901122
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.23,3200x1800,,True,1.6,256.0,SSD,0.0,,7.533158807455563
HP,ProBook 440,Notebook,14.0,Intel Core i5 8250U ,8,Intel HD Graphics 620,Windows 10,1.63,1920x1080,,False,1.6,256.0,SSD,0.0,,6.756932389247553
Asus,Pro P2540UA-XO0192R,Notebook,15.6,Intel Core i7 7500U ,4,Intel HD Graphics 620,Windows 10,2.37,1366x768,,False,2.7,256.0,SSD,0.0,,6.745118695504581
Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GT 940MX,Linux,1.98,1920x1080,,False,2.7,256.0,SSD,0.0,,6.796834891396793
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Windows 10,2.1,1366x768,,False,1.6,500.0,HDD,0.0,,5.849324779946859
Dell,Vostro 3568,Notebook,15.6,Intel Core i7 7500U ,4,AMD Radeon R5 M420,Windows 10,2.18,1920x1080,,False,2.7,256.0,SSD,0.0,,6.6052979209482015
Toshiba,Tecra A50-C-218,Notebook,15.6,Intel Core i7 6500U ,16,Nvidia GeForce 930M,Windows 10,2.4,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,7.261927092702751
MSI,GE73VR 7RF,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.8,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.718240951959316
HP,ZBook Studio,Workstation,15.6,Intel Core i7 6700HQ ,8,Nvidia Quadro M1000M,Windows 7,2.0,1920x1080,,False,2.6,256.0,SSD,0.0,,7.549082710812286
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ ,8,Nvidia GeForce 930MX,Linux,1.64,1920x1080,,False,2.8,256.0,SSD,0.0,,6.9930151229329605
Acer,Aspire 3,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.1,1366x768,,False,2.5,256.0,SSD,0.0,,6.395261598115449
Acer,Swift SF114-31-P5HY,Notebook,14.0,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,1.6,1366x768,,False,1.6,128.0,FlashStorage,0.0,,5.855071922202427
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,Intel Celeron Dual Core N3350 ,8,Intel HD Graphics 500,Windows 10,2.0,1366x768,,False,1.1,1000.0,HDD,0.0,,5.988961416889864
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,1920x1080,,False,2.8,1000.0,HDD,0.0,,7.089243155027514
Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,Intel Core i3 7130U ,8,Intel HD Graphics 620,No OS,1.7,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,6.395261598115449
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,Linux,2.25,1920x1080,,False,2.0,1000.0,HDD,0.0,,6.059123195581797
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,1366x768,,False,2,500.0,HDD,0.0,,6.194201288644529
Asus,ROG G703VI-E5062T,Gaming,17.3,Intel Core i7 7820HK ,32,Nvidia GeForce GTX 1080,Windows 10,4.7,1920x1080,,False,2.9,512.0,SSD,1000.0,HDD,8.266164436612492
HP,ProBook 450,Notebook,15.6,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,2.1,1920x1080,,False,1.6,1000.0,HDD,0.0,,6.677083461247136
Asus,ZenBook UX430UA,Ultrabook,14.0,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.25,1920x1080,,False,1.8,256.0,SSD,0.0,,7.002155954403621
Acer,E5 774G,Notebook,17.3,Intel Core i3 6006U ,4,Nvidia GeForce 940MX,Windows 10,3.3,1600x900,,False,2,1000.0,HDD,0.0,,6.393590753950631
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,AMD A8-Series 7410 ,4,AMD Radeon R5,Windows 10,2.6,1600x900,,False,2.2,128.0,SSD,0.0,,6.192362489474872
Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Intel Core i3 6006U ,4,Nvidia GeForce 920MX,Windows 10,2.0,1920x1080,,False,2,1000.0,HDD,0.0,,6.335054251498059
HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,1.48,2560x1440,,True,2.6,256.0,SSD,0.0,,7.4949862339505335
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,2.08,1920x1080,IPSPanel,True,1.8,1000.0,HDD,0.0,,6.70808408385307
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.0,1366x768,,False,1.1,1000.0,HDD,0.0,,5.82600010738045
Acer,Swift 3,Ultrabook,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.6,1920x1080,IPSPanel,False,1.6,256.0,SSD,0.0,,6.646390514847729
Dell,Vostro 5370,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.41,1920x1080,,False,1.6,256.0,SSD,0.0,,6.855408798609928
Samsung,Notebook Odyssey,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.5,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.4377951216719325
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.42,2560x1440,,True,2.7,512.0,SSD,0.0,,7.827639546366422
Acer,Aspire ES1-572,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.4,1366x768,,False,2,500.0,HDD,0.0,,6.018106478054404
HP,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.43,1920x1080,,False,2.3,256.0,SSD,0.0,,7.292337176173877
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i7 7500U ,6,Nvidia GeForce 940MX,Windows 10,2.8,1600x900,,False,2.7,128.0,SSD,1000.0,HDD,6.855408798609928
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i3 6006U ,4,Nvidia GeForce 940MX,Windows 10,2.23,1920x1080,,False,2,1000.0,HDD,0.0,,6.298949246855942
Dell,Inspiron 5567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R7 M440,Windows 10,2.3,1366x768,,False,2.0,128.0,SSD,0.0,,6.212606095751519
HP,255 G6,Notebook,15.6,AMD A6-Series 9220 ,4,AMD Radeon R4 Graphics,Windows 10,1.86,1366x768,,False,2.5,256.0,SSD,0.0,,5.910796644040527
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon 520,Windows 10,1.91,1366x768,,False,2.5,256.0,SSD,0.0,,6.428089117465248
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.2,3200x1800,,True,2.7,512.0,SSD,0.0,,7.893572073504902
Lenovo,Thinkpad E470,Notebook,14.0,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,1.87,1920x1080,IPSPanel,False,2.7,256.0,SSD,0.0,,6.755768921984255
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.29,1366x768,,False,2,500.0,HDD,0.0,,6.194405391104672
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,Intel Core i5 6200U ,8,AMD Radeon R5 M330,Windows 10,3.0,1600x900,,False,2.3,1000.0,HDD,0.0,,6.490723534502507
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon 520,Windows 10,2.1,1920x1080,,False,2,128.0,SSD,1000.0,HDD,6.212606095751519
HP,Stream 11-Y000na,Netbook,11.6,Intel Celeron Dual Core N3060 ,2,Intel HD Graphics 400,Windows 10,1.17,1366x768,,False,1.6,32.0,FlashStorage,0.0,,5.342334251964811
Apple,Macbook Air,Ultrabook,13.3,Intel Core i5 ,8,Intel HD Graphics 6000,macOS,1.34,1440x900,,False,1.8,256.0,FlashStorage,0.0,,7.055053966003016
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.86,1366x768,,False,2,500.0,HDD,0.0,,5.899623343442402
Asus,Rog GL553VE-DS74,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.4949862339505335
Dell,Inspiron 7577,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.65,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.906754778648554
Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1050,Windows 10,2.06,3840x2160,,True,2.8,1000.0,SSD,0.0,,7.878155336503324
HP,Envy 13-AB077cl,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.39,3200x1800,,True,2.7,256.0,SSD,0.0,,7.046647277848756
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P ,6,AMD Radeon 530,Windows 10,2.2,1920x1080,,False,3.6,256.0,SSD,0.0,,6.3080984415095305
MSI,GT73EVR 7RE,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.14,1920x1080,,False,2.8,512.0,SSD,1000.0,HDD,7.823645930834952
HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.95,1366x768,,False,2.5,500.0,HDD,0.0,,6.966024187106113
Asus,Rog Strix,Gaming,17.3,AMD Ryzen 1700 ,16,AMD Radeon RX 580,Windows 10,3.25,1920x1080,IPSPanel,False,3,256.0,SSD,1000.0,HDD,7.695757990554761
Acer,Aspire E5-575,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.4,1920x1080,,False,2.4,1000.0,HDD,0.0,,6.212606095751519
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.9,1366x768,,False,2,500.0,HDD,0.0,,6.1092475827643655
Acer,Aspire ES1-531,Notebook,15.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Linux,2.4,1366x768,,False,1.6,500.0,HDD,0.0,,5.666426688112432
Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,2.02,1920x1080,,False,2.3,256.0,SSD,0.0,,7.200424892944957
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.1,1920x1080,,True,2.7,512.0,SSD,0.0,,7.489970898834801
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.28,1920x1080,,True,2.5,256.0,SSD,0.0,,7.4949862339505335
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.4,1920x1080,IPSPanel,False,2.7,512.0,SSD,0.0,,7.312553498102598
Lenovo,IdeaPad 320-15AST,Notebook,17.3,AMD A6-Series 9220 ,8,AMD Radeon R4,Windows 10,2.8,1600x900,,False,2.5,1000.0,HDD,0.0,,6.251903883165888
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,1920x1080,IPSPanel,False,2.5,500.0,HDD,0.0,,6.756932389247553
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.13,1920x1080,IPSPanel,False,2.7,256.0,FlashStorage,0.0,,7.6251071482389
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Windows 10,2.3,1920x1080,,True,2.7,1000.0,HDD,0.0,,6.755780563360033
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce GTX 950M,Windows 10,2.69,1920x1080,,False,2.5,256.0,SSD,500.0,HDD,6.792344427470809
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Intel Core i7 6600U ,8,Nvidia Quadro M500M,Windows 7,1.8,1920x1080,IPSPanel,True,2.6,512.0,SSD,0.0,,7.625780420807986
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,2.1,1920x1080,,False,2,500.0,HDD,0.0,,5.855071922202427
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce 930MX,Windows 10,2.5,1920x1080,,False,1.6,128.0,SSD,1000.0,HDD,6.884486652042782
MSI,GE72MVR 7RG,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.9,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.615298339825815
Acer,TravelMate B117-M,Netbook,11.6,Intel Celeron Dual Core N3050 ,4,Intel HD Graphics,Windows 10,1.4,1366x768,,False,1.6,32.0,FlashStorage,0.0,,5.594711379601839
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R5 M430,Windows 10,1.9,1920x1080,,False,2.5,128.0,SSD,1000.0,HDD,6.70680121004018
Asus,VivoBook Max,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920,Linux,2.1,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.251903883165888
Acer,Aspire F5-573G-510L,Notebook,15.6,Intel Core i5 7200U ,12,Nvidia GeForce GTX 950M,Windows 10,2.4,1920x1080,,False,2.5,128.0,SSD,1000.0,HDD,6.9167150203536085
Acer,Aspire A515-51G-37JS,Notebook,15.6,Intel Core i3 7130U ,4,Nvidia GeForce MX130,Windows 10,2.2,1920x1080,,False,2.7,256.0,SSD,0.0,,6.349138991379798
Toshiba,Tecra Z50-C-140,Notebook,15.6,Intel Core i7 6600U ,16,Nvidia GeForce 930M,Windows 10,2.4,1920x1080,IPSPanel,False,2.6,256.0,SSD,0.0,,7.5883236773352225
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.2,1920x1080,,False,2,500.0,HDD,0.0,,6.013715156042802
Acer,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.2,1920x1080,IPSPanel,False,2.8,256.0,SSD,1000.0,HDD,7.740229524763182
Acer,Aspire A515-51G-59QF,Notebook,15.6,Intel Core i5 8250U ,4,Nvidia GeForce MX150,Windows 10,2.2,1920x1080,IPSPanel,False,1.6,1000.0,HDD,0.0,,6.418364935936212
HP,Probook 640,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.95,1920x1080,,False,2.3,256.0,SSD,0.0,,7.085901464365611
Lenovo,Chromebook N23,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.25,1366x768,,False,1.6,16.0,SSD,0.0,,5.579729825986222
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.37,1920x1080,IPSPanel,True,2.7,512.0,SSD,0.0,,7.585788821732034
Dell,Latitude 5590,Ultrabook,15.6,Intel Core i7 8650U ,16,Intel UHD Graphics 620,Windows 10,1.88,1920x1080,,False,1.9,512.0,SSD,256.0,SSD,7.3827215738076175
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.5,1920x1080,IPSPanel,False,2.4,128.0,SSD,0.0,,6.3080984415095305
Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 ,8,Intel Iris Plus Graphics 640,macOS,1.37,2560x1600,IPSPanelRetinaDisplay,False,2.3,128.0,SSD,0.0,,7.20019352289739
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.86,1366x768,,False,2,500.0,HDD,0.0,,6.0844994130751715
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,2.3,1366x768,,True,2.4,1000.0,HDD,0.0,,6.15062409018059
Dell,Latitude E5470,Notebook,14.0,Intel Core i3 6100U ,8,Intel HD Graphics 520,Windows 10,1.79,1366x768,,False,2.3,128.0,SSD,0.0,,6.606650186198215
Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.25,3840x2160,,True,2.5,256.0,SSD,0.0,,6.9363427358340495
HP,Probook 430,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.49,1920x1080,,False,2.5,256.0,SSD,0.0,,6.866933284461882
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ ,8,Intel HD Graphics 620,Windows 10,1.6,1920x1080,,False,2.8,256.0,SSD,0.0,,7.094234845924755
Asus,Rog GL753VD-GC082T,Gaming,17.3,Intel Core i5 7300HQ ,12,Nvidia GeForce GTX 1050,Windows 10,2.2,1920x1080,,False,2.5,128.0,SSD,1000.0,HDD,7.222493023457344
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070M,Windows 10,4.42,1920x1080,IPSPanel,False,2.8,1000.0,SSD,1000.0,HDD,8.185573163765945
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD A6-Series 9220 ,4,AMD Radeon R4 Graphics,No OS,2.2,1366x768,,False,2.9,500.0,HDD,0.0,,5.733341276897746
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.91,1366x768,,False,2.5,128.0,SSD,0.0,,6.3784261836515865
HP,250 G6,Notebook,15.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,No OS,1.86,1366x768,,False,1.6,500.0,HDD,0.0,,5.556828061699537
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,1366x768,,False,2.3,500.0,HDD,0.0,,6.29156913955832
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.42,1920x1080,IPSPanel,False,2.8,128.0,SSD,1000.0,HDD,8.010615200338707
Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,15.6,AMD FX 9830P ,8,AMD Radeon RX 560,Windows 10,2.45,1920x1080,,False,3,1000.0,HDD,0.0,,6.54965074223381
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.8,1920x1080,,True,2.3,128.0,SSD,0.0,,6.725045646896707
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.23,1920x1080,,False,1.6,256.0,SSD,0.0,,7.243512974665482
